Pavarde      Vardas      Galutinis-vidurkis  Galutinis-mediana  Kategorija  
Pavarde981   Vardas981   5.76                5.60               kietiakas   
Pavarde982   Vardas982   3.40                4.20               vargsiukas  
Pavarde983   Vardas983   5.88                6.60               kietiakas   
Pavarde984   Vardas984   5.00                5.40               kietiakas   
Pavarde985   Vardas985   7.40                7.80               kietiakas   
Pavarde986   Vardas986   6.84                6.60               kietiakas   
Pavarde987   Vardas987   4.08                4.00               vargsiukas  
Pavarde988   Vardas988   3.92                4.00               vargsiukas  
Pavarde989   Vardas989   4.12                4.20               vargsiukas  
Pavarde99    Vardas99    6.52                5.80               kietiakas   
Pavarde990   Vardas990   2.52                3.00               vargsiukas  
Pavarde991   Vardas991   3.68                3.60               vargsiukas  
Pavarde992   Vardas992   9.20                9.60               kietiakas   
Pavarde993   Vardas993   7.44                8.00               kietiakas   
Pavarde994   Vardas994   7.44                7.20               kietiakas   
Pavarde995   Vardas995   2.64                2.80               vargsiukas  
Pavarde996   Vardas996   4.08                4.00               vargsiukas  
Pavarde997   Vardas997   7.84                7.20               kietiakas   
Pavarde998   Vardas998   8.96                9.60               kietiakas   
Pavarde999   Vardas999   4.80                4.40               vargsiukas  
