Pavarde       Vardas       Galutinis-vidurkis  Galutinis-mediana  Kategorija  
Pavarde4659   Vardas4659   5.00                4.20               kietiakas   
Pavarde466    Vardas466    8.32                8.40               kietiakas   
Pavarde4660   Vardas4660   3.40                3.00               vargsiukas  
Pavarde4661   Vardas4661   3.00                2.60               vargsiukas  
Pavarde4662   Vardas4662   4.24                4.80               vargsiukas  
Pavarde4663   Vardas4663   6.56                6.40               kietiakas   
Pavarde4664   Vardas4664   5.08                5.00               kietiakas   
Pavarde4665   Vardas4665   5.08                5.40               kietiakas   
Pavarde4666   Vardas4666   4.72                5.20               vargsiukas  
Pavarde4667   Vardas4667   3.72                3.80               vargsiukas  
Pavarde4668   Vardas4668   7.84                8.40               kietiakas   
Pavarde4669   Vardas4669   4.64                5.20               vargsiukas  
Pavarde467    Vardas467    7.84                7.20               kietiakas   
Pavarde4670   Vardas4670   4.04                4.60               vargsiukas  
Pavarde4671   Vardas4671   6.96                7.60               kietiakas   
Pavarde4672   Vardas4672   6.20                5.80               kietiakas   
Pavarde4673   Vardas4673   2.04                1.80               vargsiukas  
Pavarde4674   Vardas4674   5.00                4.60               kietiakas   
Pavarde4675   Vardas4675   3.64                4.60               vargsiukas  
Pavarde4676   Vardas4676   4.12                4.20               vargsiukas  
Pavarde4677   Vardas4677   3.44                3.20               vargsiukas  
Pavarde4678   Vardas4678   8.00                8.40               kietiakas   
Pavarde4679   Vardas4679   6.48                6.40               kietiakas   
Pavarde468    Vardas468    8.36                8.60               kietiakas   
Pavarde4680   Vardas4680   1.80                1.40               vargsiukas  
Pavarde4681   Vardas4681   4.80                4.00               vargsiukas  
Pavarde4682   Vardas4682   4.68                4.60               vargsiukas  
Pavarde4683   Vardas4683   6.32                6.00               kietiakas   
Pavarde4684   Vardas4684   3.76                3.60               vargsiukas  
Pavarde4685   Vardas4685   3.16                3.40               vargsiukas  
Pavarde4686   Vardas4686   5.84                5.60               kietiakas   
Pavarde4687   Vardas4687   2.60                3.00               vargsiukas  
Pavarde4688   Vardas4688   6.76                7.00               kietiakas   
Pavarde4689   Vardas4689   4.20                4.20               vargsiukas  
Pavarde469    Vardas469    3.76                3.60               vargsiukas  
Pavarde4690   Vardas4690   5.04                4.80               kietiakas   
Pavarde4691   Vardas4691   5.72                6.20               kietiakas   
Pavarde4692   Vardas4692   7.48                6.60               kietiakas   
Pavarde4693   Vardas4693   5.68                5.60               kietiakas   
Pavarde4694   Vardas4694   6.24                6.40               kietiakas   
Pavarde4695   Vardas4695   6.64                6.80               kietiakas   
Pavarde4696   Vardas4696   7.92                7.20               kietiakas   
Pavarde4697   Vardas4697   2.76                3.40               vargsiukas  
Pavarde4698   Vardas4698   3.24                3.80               vargsiukas  
Pavarde4699   Vardas4699   4.36                4.60               vargsiukas  
Pavarde47     Vardas47     6.64                6.00               kietiakas   
Pavarde470    Vardas470    6.16                5.60               kietiakas   
Pavarde4700   Vardas4700   7.28                7.20               kietiakas   
Pavarde4701   Vardas4701   1.96                1.80               vargsiukas  
Pavarde4702   Vardas4702   3.72                4.60               vargsiukas  
Pavarde4703   Vardas4703   4.56                4.40               vargsiukas  
Pavarde4704   Vardas4704   3.84                3.60               vargsiukas  
Pavarde4705   Vardas4705   5.00                4.20               kietiakas   
Pavarde4706   Vardas4706   4.84                4.20               vargsiukas  
Pavarde4707   Vardas4707   2.88                2.40               vargsiukas  
Pavarde4708   Vardas4708   8.24                8.00               kietiakas   
Pavarde4709   Vardas4709   6.48                6.80               kietiakas   
Pavarde471    Vardas471    6.76                6.60               kietiakas   
Pavarde4710   Vardas4710   2.36                1.80               vargsiukas  
Pavarde4711   Vardas4711   4.56                4.00               vargsiukas  
Pavarde4712   Vardas4712   8.32                8.40               kietiakas   
Pavarde4713   Vardas4713   6.12                6.60               kietiakas   
Pavarde4714   Vardas4714   6.48                6.40               kietiakas   
Pavarde4715   Vardas4715   3.80                3.40               vargsiukas  
Pavarde4716   Vardas4716   4.08                4.80               vargsiukas  
Pavarde4717   Vardas4717   4.32                3.60               vargsiukas  
Pavarde4718   Vardas4718   6.12                5.40               kietiakas   
Pavarde4719   Vardas4719   3.68                3.20               vargsiukas  
Pavarde472    Vardas472    3.60                4.00               vargsiukas  
Pavarde4720   Vardas4720   6.56                6.00               kietiakas   
Pavarde4721   Vardas4721   8.48                8.80               kietiakas   
Pavarde4722   Vardas4722   4.56                4.00               vargsiukas  
Pavarde4723   Vardas4723   6.04                6.60               kietiakas   
Pavarde4724   Vardas4724   6.88                7.20               kietiakas   
Pavarde4725   Vardas4725   8.56                8.40               kietiakas   
Pavarde4726   Vardas4726   6.80                7.20               kietiakas   
Pavarde4727   Vardas4727   2.44                2.60               vargsiukas  
Pavarde4728   Vardas4728   7.36                7.60               kietiakas   
Pavarde4729   Vardas4729   2.52                2.60               vargsiukas  
Pavarde473    Vardas473    3.96                4.60               vargsiukas  
Pavarde4730   Vardas4730   4.20                3.80               vargsiukas  
Pavarde4731   Vardas4731   6.28                6.20               kietiakas   
Pavarde4732   Vardas4732   5.96                5.40               kietiakas   
Pavarde4733   Vardas4733   4.40                4.40               vargsiukas  
Pavarde4734   Vardas4734   4.52                3.80               vargsiukas  
Pavarde4735   Vardas4735   5.88                5.80               kietiakas   
Pavarde4736   Vardas4736   2.84                2.60               vargsiukas  
Pavarde4737   Vardas4737   2.28                2.20               vargsiukas  
Pavarde4738   Vardas4738   3.76                3.60               vargsiukas  
Pavarde4739   Vardas4739   8.64                9.20               kietiakas   
Pavarde474    Vardas474    7.40                7.40               kietiakas   
Pavarde4740   Vardas4740   5.28                5.60               kietiakas   
Pavarde4741   Vardas4741   2.36                1.40               vargsiukas  
Pavarde4742   Vardas4742   7.56                7.80               kietiakas   
Pavarde4743   Vardas4743   3.12                3.20               vargsiukas  
Pavarde4744   Vardas4744   5.76                5.60               kietiakas   
Pavarde4745   Vardas4745   3.96                4.20               vargsiukas  
Pavarde4746   Vardas4746   6.40                6.00               kietiakas   
Pavarde4747   Vardas4747   3.08                3.40               vargsiukas  
Pavarde4748   Vardas4748   6.44                6.20               kietiakas   
Pavarde4749   Vardas4749   4.56                5.20               vargsiukas  
Pavarde475    Vardas475    6.76                7.00               kietiakas   
Pavarde4750   Vardas4750   5.64                5.40               kietiakas   
Pavarde4751   Vardas4751   7.56                7.40               kietiakas   
Pavarde4752   Vardas4752   8.48                8.00               kietiakas   
Pavarde4753   Vardas4753   4.80                5.60               vargsiukas  
Pavarde4754   Vardas4754   4.24                3.60               vargsiukas  
Pavarde4755   Vardas4755   8.48                8.80               kietiakas   
Pavarde4756   Vardas4756   7.48                7.80               kietiakas   
Pavarde4757   Vardas4757   7.00                7.80               kietiakas   
Pavarde4758   Vardas4758   5.84                6.00               kietiakas   
Pavarde4759   Vardas4759   4.04                4.60               vargsiukas  
Pavarde476    Vardas476    5.12                6.00               kietiakas   
Pavarde4760   Vardas4760   8.48                8.80               kietiakas   
Pavarde4761   Vardas4761   5.84                6.40               kietiakas   
Pavarde4762   Vardas4762   7.04                6.80               kietiakas   
Pavarde4763   Vardas4763   4.36                4.20               vargsiukas  
Pavarde4764   Vardas4764   5.40                5.40               kietiakas   
Pavarde4765   Vardas4765   3.40                3.40               vargsiukas  
Pavarde4766   Vardas4766   3.00                3.00               vargsiukas  
Pavarde4767   Vardas4767   4.32                4.40               vargsiukas  
Pavarde4768   Vardas4768   5.28                5.20               kietiakas   
Pavarde4769   Vardas4769   4.44                4.20               vargsiukas  
Pavarde477    Vardas477    8.00                7.60               kietiakas   
Pavarde4770   Vardas4770   5.80                5.40               kietiakas   
Pavarde4771   Vardas4771   2.44                1.80               vargsiukas  
Pavarde4772   Vardas4772   3.84                4.80               vargsiukas  
Pavarde4773   Vardas4773   4.28                4.20               vargsiukas  
Pavarde4774   Vardas4774   3.40                3.00               vargsiukas  
Pavarde4775   Vardas4775   7.24                7.00               kietiakas   
Pavarde4776   Vardas4776   2.84                2.60               vargsiukas  
Pavarde4777   Vardas4777   4.28                4.20               vargsiukas  
Pavarde4778   Vardas4778   3.68                3.20               vargsiukas  
Pavarde4779   Vardas4779   4.00                3.60               vargsiukas  
Pavarde478    Vardas478    3.64                3.80               vargsiukas  
Pavarde4780   Vardas4780   7.56                7.40               kietiakas   
Pavarde4781   Vardas4781   4.84                4.60               vargsiukas  
Pavarde4782   Vardas4782   3.96                3.40               vargsiukas  
Pavarde4783   Vardas4783   6.52                6.60               kietiakas   
Pavarde4784   Vardas4784   4.68                4.20               vargsiukas  
Pavarde4785   Vardas4785   3.52                3.20               vargsiukas  
Pavarde4786   Vardas4786   7.16                7.40               kietiakas   
Pavarde4787   Vardas4787   3.56                3.00               vargsiukas  
Pavarde4788   Vardas4788   2.96                2.80               vargsiukas  
Pavarde4789   Vardas4789   7.52                7.60               kietiakas   
Pavarde479    Vardas479    7.52                7.20               kietiakas   
Pavarde4790   Vardas4790   4.16                3.60               vargsiukas  
Pavarde4791   Vardas4791   2.56                2.40               vargsiukas  
Pavarde4792   Vardas4792   4.52                4.60               vargsiukas  
Pavarde4793   Vardas4793   6.00                6.00               kietiakas   
Pavarde4794   Vardas4794   3.16                2.60               vargsiukas  
Pavarde4795   Vardas4795   7.40                7.80               kietiakas   
Pavarde4796   Vardas4796   2.36                2.20               vargsiukas  
Pavarde4797   Vardas4797   6.36                6.60               kietiakas   
Pavarde4798   Vardas4798   4.20                3.40               vargsiukas  
Pavarde4799   Vardas4799   4.64                4.00               vargsiukas  
Pavarde48     Vardas48     3.96                4.60               vargsiukas  
Pavarde480    Vardas480    5.88                5.80               kietiakas   
Pavarde4800   Vardas4800   7.28                7.60               kietiakas   
Pavarde4801   Vardas4801   2.68                3.00               vargsiukas  
Pavarde4802   Vardas4802   7.64                7.40               kietiakas   
Pavarde4803   Vardas4803   7.48                7.40               kietiakas   
Pavarde4804   Vardas4804   5.24                5.80               kietiakas   
Pavarde4805   Vardas4805   7.04                7.20               kietiakas   
Pavarde4806   Vardas4806   3.96                3.40               vargsiukas  
Pavarde4807   Vardas4807   6.44                5.80               kietiakas   
Pavarde4808   Vardas4808   4.88                4.80               vargsiukas  
Pavarde4809   Vardas4809   5.84                5.60               kietiakas   
Pavarde481    Vardas481    8.56                8.40               kietiakas   
Pavarde4810   Vardas4810   3.84                4.80               vargsiukas  
Pavarde4811   Vardas4811   7.16                7.00               kietiakas   
Pavarde4812   Vardas4812   4.76                4.60               vargsiukas  
Pavarde4813   Vardas4813   6.48                6.00               kietiakas   
Pavarde4814   Vardas4814   4.44                5.00               vargsiukas  
Pavarde4815   Vardas4815   3.00                3.00               vargsiukas  
Pavarde4816   Vardas4816   6.48                6.00               kietiakas   
Pavarde4817   Vardas4817   4.04                3.80               vargsiukas  
Pavarde4818   Vardas4818   4.80                5.20               vargsiukas  
Pavarde4819   Vardas4819   4.80                5.60               vargsiukas  
Pavarde482    Vardas482    6.32                6.40               kietiakas   
Pavarde4820   Vardas4820   5.28                5.60               kietiakas   
Pavarde4821   Vardas4821   4.56                4.40               vargsiukas  
Pavarde4822   Vardas4822   4.40                4.40               vargsiukas  
Pavarde4823   Vardas4823   5.04                5.60               kietiakas   
Pavarde4824   Vardas4824   3.16                3.00               vargsiukas  
Pavarde4825   Vardas4825   6.96                6.40               kietiakas   
Pavarde4826   Vardas4826   4.12                4.20               vargsiukas  
Pavarde4827   Vardas4827   7.48                7.80               kietiakas   
Pavarde4828   Vardas4828   8.16                8.00               kietiakas   
Pavarde4829   Vardas4829   6.44                6.20               kietiakas   
Pavarde483    Vardas483    3.92                4.00               vargsiukas  
Pavarde4830   Vardas4830   1.64                1.80               vargsiukas  
Pavarde4831   Vardas4831   8.08                8.40               kietiakas   
Pavarde4832   Vardas4832   1.80                1.40               vargsiukas  
Pavarde4833   Vardas4833   2.52                2.20               vargsiukas  
Pavarde4834   Vardas4834   6.96                6.80               kietiakas   
Pavarde4835   Vardas4835   4.12                4.20               vargsiukas  
Pavarde4836   Vardas4836   4.48                4.00               vargsiukas  
Pavarde4837   Vardas4837   3.08                3.00               vargsiukas  
Pavarde4838   Vardas4838   3.76                4.00               vargsiukas  
Pavarde4839   Vardas4839   6.60                7.00               kietiakas   
Pavarde484    Vardas484    3.44                4.00               vargsiukas  
Pavarde4840   Vardas4840   7.96                7.80               kietiakas   
Pavarde4841   Vardas4841   6.24                6.40               kietiakas   
Pavarde4842   Vardas4842   5.68                5.60               kietiakas   
Pavarde4843   Vardas4843   3.08                3.40               vargsiukas  
Pavarde4844   Vardas4844   7.28                8.40               kietiakas   
Pavarde4845   Vardas4845   7.04                7.20               kietiakas   
Pavarde4846   Vardas4846   5.00                5.40               kietiakas   
Pavarde4847   Vardas4847   3.68                3.20               vargsiukas  
Pavarde4848   Vardas4848   8.56                8.00               kietiakas   
Pavarde4849   Vardas4849   6.56                6.40               kietiakas   
Pavarde485    Vardas485    5.04                5.60               kietiakas   
Pavarde4850   Vardas4850   3.32                3.00               vargsiukas  
Pavarde4851   Vardas4851   2.28                1.80               vargsiukas  
Pavarde4852   Vardas4852   7.00                7.00               kietiakas   
Pavarde4853   Vardas4853   8.08                8.40               kietiakas   
Pavarde4854   Vardas4854   4.32                4.40               vargsiukas  
Pavarde4855   Vardas4855   7.32                7.40               kietiakas   
Pavarde4856   Vardas4856   5.08                5.40               kietiakas   
Pavarde4857   Vardas4857   7.48                7.40               kietiakas   
Pavarde4858   Vardas4858   7.80                7.80               kietiakas   
Pavarde4859   Vardas4859   3.80                3.80               vargsiukas  
Pavarde486    Vardas486    7.56                8.20               kietiakas   
Pavarde4860   Vardas4860   6.60                7.40               kietiakas   
Pavarde4861   Vardas4861   6.52                7.00               kietiakas   
Pavarde4862   Vardas4862   6.52                7.00               kietiakas   
Pavarde4863   Vardas4863   7.20                6.80               kietiakas   
Pavarde4864   Vardas4864   3.48                3.80               vargsiukas  
Pavarde4865   Vardas4865   7.28                7.20               kietiakas   
Pavarde4866   Vardas4866   7.16                7.40               kietiakas   
Pavarde4867   Vardas4867   7.48                8.60               kietiakas   
Pavarde4868   Vardas4868   4.84                5.00               vargsiukas  
Pavarde4869   Vardas4869   3.36                4.00               vargsiukas  
Pavarde487    Vardas487    2.76                2.60               vargsiukas  
Pavarde4870   Vardas4870   6.88                6.40               kietiakas   
Pavarde4871   Vardas4871   7.76                7.20               kietiakas   
Pavarde4872   Vardas4872   5.28                4.40               kietiakas   
Pavarde4873   Vardas4873   5.40                6.20               kietiakas   
Pavarde4874   Vardas4874   5.72                5.80               kietiakas   
Pavarde4875   Vardas4875   5.36                5.60               kietiakas   
Pavarde4876   Vardas4876   6.64                7.20               kietiakas   
Pavarde4877   Vardas4877   6.80                6.80               kietiakas   
Pavarde4878   Vardas4878   4.12                5.00               vargsiukas  
Pavarde4879   Vardas4879   4.24                4.40               vargsiukas  
Pavarde488    Vardas488    6.56                6.40               kietiakas   
Pavarde4880   Vardas4880   3.68                4.80               vargsiukas  
Pavarde4881   Vardas4881   3.92                3.60               vargsiukas  
Pavarde4882   Vardas4882   3.52                3.60               vargsiukas  
Pavarde4883   Vardas4883   8.32                8.00               kietiakas   
Pavarde4884   Vardas4884   3.84                3.60               vargsiukas  
Pavarde4885   Vardas4885   3.52                4.00               vargsiukas  
Pavarde4886   Vardas4886   3.00                2.60               vargsiukas  
Pavarde4887   Vardas4887   3.08                2.60               vargsiukas  
Pavarde4888   Vardas4888   8.56                8.80               kietiakas   
Pavarde4889   Vardas4889   7.20                7.20               kietiakas   
Pavarde489    Vardas489    5.60                5.60               kietiakas   
Pavarde4890   Vardas4890   6.20                6.20               kietiakas   
Pavarde4891   Vardas4891   7.16                7.80               kietiakas   
Pavarde4892   Vardas4892   5.68                6.00               kietiakas   
Pavarde4893   Vardas4893   3.20                2.00               vargsiukas  
Pavarde4894   Vardas4894   6.60                6.20               kietiakas   
Pavarde4895   Vardas4895   4.04                3.80               vargsiukas  
Pavarde4896   Vardas4896   6.48                6.80               kietiakas   
Pavarde4897   Vardas4897   5.88                5.80               kietiakas   
Pavarde4898   Vardas4898   2.44                2.20               vargsiukas  
Pavarde4899   Vardas4899   6.84                6.60               kietiakas   
Pavarde49     Vardas49     5.08                4.60               kietiakas   
Pavarde490    Vardas490    4.48                4.80               vargsiukas  
Pavarde4900   Vardas4900   7.92                6.80               kietiakas   
Pavarde4901   Vardas4901   4.64                5.20               vargsiukas  
Pavarde4902   Vardas4902   6.28                7.00               kietiakas   
Pavarde4903   Vardas4903   8.08                8.00               kietiakas   
Pavarde4904   Vardas4904   8.72                8.40               kietiakas   
Pavarde4905   Vardas4905   8.32                8.00               kietiakas   
Pavarde4906   Vardas4906   7.28                6.80               kietiakas   
Pavarde4907   Vardas4907   4.80                4.80               vargsiukas  
Pavarde4908   Vardas4908   4.48                4.80               vargsiukas  
Pavarde4909   Vardas4909   4.96                4.80               vargsiukas  
Pavarde491    Vardas491    7.32                7.40               kietiakas   
Pavarde4910   Vardas4910   5.16                4.60               kietiakas   
Pavarde4911   Vardas4911   7.08                7.00               kietiakas   
Pavarde4912   Vardas4912   3.96                3.80               vargsiukas  
Pavarde4913   Vardas4913   3.44                3.20               vargsiukas  
Pavarde4914   Vardas4914   5.68                6.00               kietiakas   
Pavarde4915   Vardas4915   4.44                4.20               vargsiukas  
Pavarde4916   Vardas4916   3.28                3.60               vargsiukas  
Pavarde4917   Vardas4917   6.32                6.40               kietiakas   
Pavarde4918   Vardas4918   6.72                6.40               kietiakas   
Pavarde4919   Vardas4919   7.32                7.00               kietiakas   
Pavarde492    Vardas492    7.56                7.80               kietiakas   
Pavarde4920   Vardas4920   8.00                8.00               kietiakas   
Pavarde4921   Vardas4921   3.40                3.80               vargsiukas  
Pavarde4922   Vardas4922   7.60                8.00               kietiakas   
Pavarde4923   Vardas4923   6.68                7.00               kietiakas   
Pavarde4924   Vardas4924   6.96                6.40               kietiakas   
Pavarde4925   Vardas4925   6.20                5.40               kietiakas   
Pavarde4926   Vardas4926   5.80                5.40               kietiakas   
Pavarde4927   Vardas4927   8.40                9.20               kietiakas   
Pavarde4928   Vardas4928   6.88                7.60               kietiakas   
Pavarde4929   Vardas4929   5.04                5.20               kietiakas   
Pavarde493    Vardas493    7.24                7.00               kietiakas   
Pavarde4930   Vardas4930   6.68                7.00               kietiakas   
Pavarde4931   Vardas4931   6.92                7.00               kietiakas   
Pavarde4932   Vardas4932   5.48                5.80               kietiakas   
Pavarde4933   Vardas4933   7.08                7.80               kietiakas   
Pavarde4934   Vardas4934   3.44                3.20               vargsiukas  
Pavarde4935   Vardas4935   6.76                6.60               kietiakas   
Pavarde4936   Vardas4936   4.20                4.20               vargsiukas  
Pavarde4937   Vardas4937   5.92                6.00               kietiakas   
Pavarde4938   Vardas4938   5.88                5.80               kietiakas   
Pavarde4939   Vardas4939   5.12                5.60               kietiakas   
Pavarde494    Vardas494    2.80                2.00               vargsiukas  
Pavarde4940   Vardas4940   4.00                2.80               vargsiukas  
Pavarde4941   Vardas4941   7.72                7.80               kietiakas   
Pavarde4942   Vardas4942   3.76                4.40               vargsiukas  
Pavarde4943   Vardas4943   8.60                9.00               kietiakas   
Pavarde4944   Vardas4944   7.60                8.00               kietiakas   
Pavarde4945   Vardas4945   4.28                4.20               vargsiukas  
Pavarde4946   Vardas4946   2.08                2.00               vargsiukas  
Pavarde4947   Vardas4947   5.44                5.20               kietiakas   
Pavarde4948   Vardas4948   7.16                6.60               kietiakas   
Pavarde4949   Vardas4949   6.00                6.00               kietiakas   
Pavarde495    Vardas495    2.80                2.80               vargsiukas  
Pavarde4950   Vardas4950   3.08                2.60               vargsiukas  
Pavarde4951   Vardas4951   5.88                5.80               kietiakas   
Pavarde4952   Vardas4952   5.04                4.80               kietiakas   
Pavarde4953   Vardas4953   5.04                4.80               kietiakas   
Pavarde4954   Vardas4954   3.44                3.20               vargsiukas  
Pavarde4955   Vardas4955   5.40                6.20               kietiakas   
Pavarde4956   Vardas4956   8.88                8.80               kietiakas   
Pavarde4957   Vardas4957   6.68                7.00               kietiakas   
Pavarde4958   Vardas4958   6.80                7.20               kietiakas   
Pavarde4959   Vardas4959   5.48                5.80               kietiakas   
Pavarde496    Vardas496    5.36                6.00               kietiakas   
Pavarde4960   Vardas4960   3.28                2.80               vargsiukas  
Pavarde4961   Vardas4961   6.40                6.00               kietiakas   
Pavarde4962   Vardas4962   4.00                4.00               vargsiukas  
Pavarde4963   Vardas4963   4.52                4.60               vargsiukas  
Pavarde4964   Vardas4964   4.04                4.20               vargsiukas  
Pavarde4965   Vardas4965   5.56                5.80               kietiakas   
Pavarde4966   Vardas4966   6.08                6.40               kietiakas   
Pavarde4967   Vardas4967   2.92                3.00               vargsiukas  
Pavarde4968   Vardas4968   6.20                6.60               kietiakas   
Pavarde4969   Vardas4969   6.68                7.00               kietiakas   
Pavarde497    Vardas497    7.96                8.20               kietiakas   
Pavarde4970   Vardas4970   6.76                6.60               kietiakas   
Pavarde4971   Vardas4971   6.64                6.80               kietiakas   
Pavarde4972   Vardas4972   2.92                2.60               vargsiukas  
Pavarde4973   Vardas4973   5.88                5.80               kietiakas   
Pavarde4974   Vardas4974   9.04                9.60               kietiakas   
Pavarde4975   Vardas4975   4.80                4.40               vargsiukas  
Pavarde4976   Vardas4976   5.84                5.60               kietiakas   
Pavarde4977   Vardas4977   6.52                6.20               kietiakas   
Pavarde4978   Vardas4978   6.04                6.20               kietiakas   
Pavarde4979   Vardas4979   5.16                4.20               kietiakas   
Pavarde498    Vardas498    7.04                6.80               kietiakas   
Pavarde4980   Vardas4980   4.12                3.80               vargsiukas  
Pavarde4981   Vardas4981   3.56                2.20               vargsiukas  
Pavarde4982   Vardas4982   4.36                3.80               vargsiukas  
Pavarde4983   Vardas4983   6.00                5.60               kietiakas   
Pavarde4984   Vardas4984   3.04                2.40               vargsiukas  
Pavarde4985   Vardas4985   7.96                8.60               kietiakas   
Pavarde4986   Vardas4986   5.88                6.20               kietiakas   
Pavarde4987   Vardas4987   3.20                3.20               vargsiukas  
Pavarde4988   Vardas4988   5.12                5.60               kietiakas   
Pavarde4989   Vardas4989   3.56                3.00               vargsiukas  
Pavarde499    Vardas499    4.52                4.20               vargsiukas  
Pavarde4990   Vardas4990   7.24                6.60               kietiakas   
Pavarde4991   Vardas4991   7.96                8.60               kietiakas   
Pavarde4992   Vardas4992   8.28                8.60               kietiakas   
Pavarde4993   Vardas4993   3.56                3.40               vargsiukas  
Pavarde4994   Vardas4994   7.40                7.80               kietiakas   
Pavarde4995   Vardas4995   6.16                6.40               kietiakas   
Pavarde4996   Vardas4996   7.40                7.00               kietiakas   
Pavarde4997   Vardas4997   7.24                6.60               kietiakas   
Pavarde4998   Vardas4998   4.08                4.40               vargsiukas  
Pavarde4999   Vardas4999   7.20                7.60               kietiakas   
Pavarde5      Vardas5      5.28                5.60               kietiakas   
Pavarde50     Vardas50     6.68                7.00               kietiakas   
Pavarde500    Vardas500    6.48                7.20               kietiakas   
Pavarde5000   Vardas5000   4.36                4.60               vargsiukas  
Pavarde5001   Vardas5001   7.00                6.60               kietiakas   
Pavarde5002   Vardas5002   6.52                6.60               kietiakas   
Pavarde5003   Vardas5003   5.44                4.80               kietiakas   
Pavarde5004   Vardas5004   8.04                8.20               kietiakas   
Pavarde5005   Vardas5005   7.84                8.00               kietiakas   
Pavarde5006   Vardas5006   2.76                1.80               vargsiukas  
Pavarde5007   Vardas5007   5.68                5.20               kietiakas   
Pavarde5008   Vardas5008   6.88                6.80               kietiakas   
Pavarde5009   Vardas5009   7.48                7.80               kietiakas   
Pavarde501    Vardas501    1.92                2.00               vargsiukas  
Pavarde5010   Vardas5010   8.20                8.20               kietiakas   
Pavarde5011   Vardas5011   4.48                4.80               vargsiukas  
Pavarde5012   Vardas5012   6.16                6.40               kietiakas   
Pavarde5013   Vardas5013   8.36                8.60               kietiakas   
Pavarde5014   Vardas5014   6.52                7.00               kietiakas   
Pavarde5015   Vardas5015   5.56                6.20               kietiakas   
Pavarde5016   Vardas5016   6.44                7.00               kietiakas   
Pavarde5017   Vardas5017   3.16                3.00               vargsiukas  
Pavarde5018   Vardas5018   3.24                2.60               vargsiukas  
Pavarde5019   Vardas5019   7.76                7.20               kietiakas   
Pavarde502    Vardas502    6.00                5.20               kietiakas   
Pavarde5020   Vardas5020   7.96                7.80               kietiakas   
Pavarde5021   Vardas5021   5.48                5.00               kietiakas   
Pavarde5022   Vardas5022   2.76                2.60               vargsiukas  
Pavarde5023   Vardas5023   6.92                7.00               kietiakas   
Pavarde5024   Vardas5024   5.84                6.40               kietiakas   
Pavarde5025   Vardas5025   3.72                3.40               vargsiukas  
Pavarde5026   Vardas5026   3.20                4.00               vargsiukas  
Pavarde5027   Vardas5027   5.76                6.40               kietiakas   
Pavarde5028   Vardas5028   7.68                8.00               kietiakas   
Pavarde5029   Vardas5029   2.36                2.60               vargsiukas  
Pavarde503    Vardas503    4.32                4.80               vargsiukas  
Pavarde5030   Vardas5030   6.48                6.00               kietiakas   
Pavarde5031   Vardas5031   6.12                5.40               kietiakas   
Pavarde5032   Vardas5032   7.20                7.20               kietiakas   
Pavarde5033   Vardas5033   6.36                6.60               kietiakas   
Pavarde5034   Vardas5034   2.12                1.40               vargsiukas  
Pavarde5035   Vardas5035   4.92                5.40               vargsiukas  
Pavarde5036   Vardas5036   6.00                6.00               kietiakas   
Pavarde5037   Vardas5037   5.24                5.40               kietiakas   
Pavarde5038   Vardas5038   3.00                3.00               vargsiukas  
Pavarde5039   Vardas5039   8.72                8.40               kietiakas   
Pavarde504    Vardas504    6.28                6.60               kietiakas   
Pavarde5040   Vardas5040   3.24                3.00               vargsiukas  
Pavarde5041   Vardas5041   2.52                3.00               vargsiukas  
Pavarde5042   Vardas5042   7.16                7.40               kietiakas   
Pavarde5043   Vardas5043   3.60                3.60               vargsiukas  
Pavarde5044   Vardas5044   4.12                3.40               vargsiukas  
Pavarde5045   Vardas5045   4.28                3.80               vargsiukas  
Pavarde5046   Vardas5046   4.48                4.40               vargsiukas  
Pavarde5047   Vardas5047   6.72                6.80               kietiakas   
Pavarde5048   Vardas5048   5.96                5.80               kietiakas   
Pavarde5049   Vardas5049   9.28                9.60               kietiakas   
Pavarde505    Vardas505    8.16                8.00               kietiakas   
Pavarde5050   Vardas5050   5.04                5.20               kietiakas   
Pavarde5051   Vardas5051   2.68                2.60               vargsiukas  
Pavarde5052   Vardas5052   6.80                7.20               kietiakas   
Pavarde5053   Vardas5053   4.44                4.20               vargsiukas  
Pavarde5054   Vardas5054   2.44                1.40               vargsiukas  
Pavarde5055   Vardas5055   8.48                8.40               kietiakas   
Pavarde5056   Vardas5056   2.20                2.20               vargsiukas  
Pavarde5057   Vardas5057   2.52                2.20               vargsiukas  
Pavarde5058   Vardas5058   4.44                4.60               vargsiukas  
Pavarde5059   Vardas5059   4.36                4.20               vargsiukas  
Pavarde506    Vardas506    3.80                3.40               vargsiukas  
Pavarde5060   Vardas5060   8.40                8.40               kietiakas   
Pavarde5061   Vardas5061   5.68                5.60               kietiakas   
Pavarde5062   Vardas5062   7.64                7.40               kietiakas   
Pavarde5063   Vardas5063   7.28                6.80               kietiakas   
Pavarde5064   Vardas5064   4.92                4.60               vargsiukas  
Pavarde5065   Vardas5065   6.28                5.40               kietiakas   
Pavarde5066   Vardas5066   3.68                3.20               vargsiukas  
Pavarde5067   Vardas5067   3.96                3.40               vargsiukas  
Pavarde5068   Vardas5068   4.40                4.40               vargsiukas  
Pavarde5069   Vardas5069   4.40                4.00               vargsiukas  
Pavarde507    Vardas507    2.84                3.00               vargsiukas  
Pavarde5070   Vardas5070   2.64                2.40               vargsiukas  
Pavarde5071   Vardas5071   7.80                8.20               kietiakas   
Pavarde5072   Vardas5072   4.80                4.80               vargsiukas  
